Word	Annotation	Sense	Part of Speech	Level	English	Russian
unterstreichen, unterstreicht, unterstrich, hat unterstrichen	unterstreichen, unterstreicht, unterstrich, hat unterstrichen		verb	B1	to underline, emphasize	подчеркивать
vorziehen, zieht vor, zog vor, hat vorgezogen	vorziehen, zieht vor, zog vor, hat vorgezogen		verb	B2+	to prefer	предпочитать
Bande	die Bande, -n		die	B2+	gang, mob, clique	банда
behindert	behindert		adj	B2+	handicapped	инвалид
Bemühung	die Bemühung, -en		die	B2+	effort	усилие
Besetzung	die Besetzung, -en		die	B2+	occupation, cast, line-up	состав; оккупация; занятость
Bündel	das Bündel, -		das	B2+	bundle, bunch	сверток
dämpfen, dämpft, dämpfte, hat gedämpft	dämpfen, dämpft, dämpfte, hat gedämpft		verb	B2+	to dampen, dim	приглушать
FPÖ	FPÖ (Freiheitliche Partei Österreichs)		die	B2+	FPÖ	Австрийская партия свободы
Gift	das Gift, -e		das	B1	poison	яд
Knopf	der Knopf, -̈e		der	B1	button	пуговица; кнопка
Lebensjahr	das Lebensjahr, -e		das	B2+	year (of one’s life)	год
News	die News		die	B2+	news	новость
Profil	das Profil, -e		das	B2+	profile	профиль
Siedlung	die Siedlung, -en		die	B2+	settlement, estate	поселение
signifikant	signifikant		adj	B2+	significant	значимый
Stellungnahme	die Stellungnahme, -n		die	B2+	opinion, statement	заявление
Sturz	der Sturz, -̈e		der	B2+	fall	падение
unbewusst	unbewusst		adj	B2+	unconscious	бессознательный
Verstoß	der Verstoß, -̈e		der	B2+	violation	нарушение
voraussichtlich	voraussichtlich		adj	B1	probable, presumable	вероятный
würdigen, würdigt, würdigte, hat gewürdigt	würdigen, würdigt, würdigte, hat gewürdigt		verb	B2+	to appreciate, pay tribute	чтить
zurückweisen, weist zurück, wies zurück, hat zurückgewiesen	zurückweisen, weist zurück, wies zurück, hat zurückgewiesen		verb	B2+	to reject	отвергать
Abfall	der Abfall, -̈e		der	B1	waste, trash	мусор
Demokrat	der Demokrat, -en		der	B2+	democrat	демократ
Katalysator	der Katalysator, -en		der	B2+	catalyst	катализатор
Piste	die Piste, -n		die	B2+	slope	трасса
Senat	der Senat, -e		der	B2+	senate	сенат
Stasi	die Stasi (Staatssicherheitsdienst)		die	B2+	state security service	штази
streicheln, streichelt, streichelte, hat gestreichelt	streicheln, streichelt, streichelte, hat gestreichelt		verb	B2+	to pet	гладить
überlegen	überlegen		adj	B1	superior	превосходящий
ausfüllen, füllt aus, füllte aus, hat ausgefüllt	ausfüllen, füllt aus, füllte aus, hat ausgefüllt		verb	A1	to fill out	заполнять
Betreuung	die Betreuung, -en		die	B1	care	уход
eintreffen, trifft ein, traf ein, ist eingetroffen	eintreffen, trifft ein, traf ein, ist eingetroffen		verb	B2+	to arrive, come true, happen	прибывать
Kuchen	der Kuchen, -		der	A1	cake	пирог
Nachwuchs	der Nachwuchs		der	B1	offspring, new generation	потомство
plädieren, plädiert, plädierte, hat plädiert	plädieren, plädiert, plädierte, hat plädiert		verb	B2+	to plead, make one’s case	выступать
trösten, tröstet, tröstete, hat getröstet	trösten, tröstet, tröstete, hat getröstet		verb	B2+	to comfort	утешать
Ungleichheit	die Ungleichheit, -en		die	B2+	inequality, dissimilarity	неравенство
Verteidiger	der Verteidiger, -		der	B2+	defender, defense counsel	адвокат; защитник
Center	das Center, -		das	B2+	center	центр
Halt	der Halt, -e		der	B2+	stop, hold	остановка
Handwerk	das Handwerk, -e		das	B2+	craft, trade	ремесло
humanitär	humanitär		adj	B2+	humanitarian	гуманитарный
Intervall	das Intervall, -e		das	B2+	interval	интервал
naiv	naiv		adj	B2+	naive	наивный
Rentner	der Rentner, -		der	A2	pensioner	пенсионер
Skala	die Skala, -en		die	B2+	scale, dial, range	шкала
sogleich	sogleich		adv	B2+	immediately	тотчас
Substantiv	das Substantiv, -e		das	B2+	noun	существительное
Testament	das Testament, -e		das	B2+	will	завещание
Algebra	die Algebra, -en		die	B2+	algebra	алгебра
befördern, befördert, beförderte, hat befördert	befördern, befördert, beförderte, hat befördert		verb	B2+	to transport	перевозить
Box	die Box, -en		die	B2+	speaker, pit, stall	денник
gänzlich	gänzlich		adj	B2+	entirely	полностью
Gremium	das Gremium, -en		das	B2+	committee	комитет
hinunter	hinunter		adv	B2+	down	вниз
soeben	soeben		adv	B2+	just	только что
Sportart	die Sportart, -en		die	B1	(type of) sport, discipline	вид спорта
Tirol	Tirol		das	B2+	Tyrol	Тироль
Zuordnung	die Zuordnung, -en		die	B2+	classification, assignment	распределение
asiatisch	asiatisch		adj	B2+	Asian	азиатский
Biografie	die Biografie, -n		die	B2+	biography	биография
blutig	blutig		adj	B2+	bloody	кровавый
Erwerb	der Erwerb, -e		der	B2+	acquisition, purchase	приобретение
Hindernis	das Hindernis, -se		das	B2+	obstacle	препятствие
inwieweit	inwieweit		adv	B2+	to what extent	насколько
römisch	römisch		adj	B2+	Roman	римский
weitaus	weitaus		adv	B2+	much, far	гораздо
Wiedervereinigung	die Wiedervereinigung, -en		die	B2+	reunification	воссоединение
Abfahrt	die Abfahrt, -en		die	A1	departure	отправление
Anleihe	die Anleihe, -n		die	B2+	loan, bond, borrowing	облигация
auswärtig	auswärtig		adj	B2+	external	выездной
elastisch	elastisch		adj	B2+	elastic	эластичный
entkommen, entkommt, entkam, ist entkommen	entkommen, entkommt, entkam, ist entkommen		verb	B2+	to escape	убегать
Herausgeber	der Herausgeber, -		der	B2+	publisher	издатель
Kinn	das Kinn, -e		das	B2+	chin	подбородок
nahelegen, legt nahe, legte nahe, hat nahegelegt	nahelegen, legt nahe, legte nahe, hat nahegelegt		verb	B2+	to suggest	советовать
Naturwissenschaft	die Naturwissenschaft, -en		die	B2+	natural science	естествознание
seitens	seitens		prep	B2+	by, on the part of	со стороны
verbal	verbal		adj	B2+	verbal	вербальный
Versuchsperson	die Versuchsperson, -en		die	B2+	test subject	испытуемый
Wanderung	die Wanderung, -en		die	B1	hike	поход
Zeigefinger	der Zeigefinger, -		der	B2+	index finger	указательный палец
zwischendurch	zwischendurch		adv	B2+	occasionally, in between	порой
Autofahrer	der Autofahrer, -		der	B2+	driver, motorist	водитель
benehmen, benimmt, benahm, hat benommen	benehmen, benimmt, benahm, hat benommen		verb	B2+	to behave	вести
Einzelfall	der Einzelfall, -̈e		der	B2+	individual case	частный случай
gängig	gängig		adj	B2+	common	распространенный
Jäger	der Jäger, -		der	B2+	hunter	охотник
kommunikativ	kommunikativ		adj	B2+	communicative	коммуникабельный
Kongress	der Kongress, -e		der	B2+	congress, convention	конгресс
letzterer, letztere, letzteres	letzterer, letztere, letzteres		adj	B2+	latter	последний
nebeneinander	nebeneinander		adv	B2+	side by side, next to each other	рядом
Passage	die Passage, -n		die	B2+	passage	отрывок; пассаж; проход
strömen, strömt, strömte, ist geströmt	strömen, strömt, strömte, ist geströmt		verb	B2+	to flow	течь
zeitgenössisch	zeitgenössisch		adj	B2+	contemporary	современный
zerbrechen, zerbricht, zerbrach, hat zerbrochen	zerbrechen, zerbricht, zerbrach, hat zerbrochen		verb	B2+	to break, shatter	разбиваться
Aufsatz	der Aufsatz, -̈e		der	B2+	essay	сочинение
Brandenburg	Brandenburg		das	B2+	Brandenburg	Бранденбург
Diagramm	das Diagramm, -e		die	B2+	diagram	диаграмма
Erleichterung	die Erleichterung, -en		die	B2+	relief	облегчение
Historiker	der Historiker, -		der	B2+	historian	историк
innovativ	innovativ		adj	B2+	innovative	инновационный
kollektiv	kollektiv		adj	B2+	collective	коллективный
nüchtern	nüchtern		adj	B2+	sober, with empty stomach	натощак
ungeheuer	ungeheuer		adj	B2+	tremendous	чрезвычайный
Vorurteil	das Vorurteil, -e		das	B2+	prejudice	предубеждение
Warnung	die Warnung, -en		die	B2+	warning	предупреждение
Zeugnis	das Zeugnis, -se		das	A2	report, certificate, testimony	аттестат
anmachen, macht an, machte an, hat angemacht	anmachen, macht an, machte an, hat angemacht		verb	A1	to turn on	включать
App	die App, -s		die	B2+	app	приложение
derzeitig	derzeitig		adj	B2+	current	текущий
Einblick	der Einblick, -e		der	B2+	insight	представление
eingeben, gibt ein, gab ein, hat eingegeben	eingeben, gibt ein, gab ein, hat eingegeben		verb	B2+	to enter, input, put in	вводить
Evolution	die Evolution, -en		die	B2+	evolution	эволюция
gigantisch	gigantisch		adj	B2+	gigantic	гигантский
Nervenzelle	die Nervenzelle, -n		die	B2+	nerve cell, neuron	нейрон
überflüssig	überflüssig		adj	B2+	superfluous, unnecessary	лишний
einteilen, teilt ein, teilte ein, hat eingeteilt	einteilen, teilt ein, teilte ein, hat eingeteilt		verb	B2+	to organize, arrange, divide into	распределять
Feststellung	die Feststellung, -en		die	B2+	determination, assessment	установление
losfahren, fährt los, fuhr los, ist losgefahren	losfahren, fährt los, fuhr los, ist losgefahren		verb	B1	to leave, depart	отправляться
Pistole	die Pistole, -n		die	B2+	pistol	пистолет
schalten, schaltet, schaltete, hat geschaltet	schalten, schaltet, schaltete, hat geschaltet		verb	B1	to switch, shift	переключать
sowjetisch	sowjetisch		adj	B2+	Soviet	советский
überführen, überführt, überführte, hat überführt	überführen, überführt, überführte, hat überführt		verb	B2+	to transfer	перевозить
verbindlich	verbindlich		adj	B2+	binding, authoritative	обязательный
anstelle	anstelle		prep	B2+	instead of	вместо
beleidigen, beleidigt, beleidigte, hat beleidigt	beleidigen, beleidigt, beleidigte, hat beleidigt		verb	B1	to insult	оскорблять
Diener	der Diener, -		der	B2+	servant	слуга
konventionell	konventionell		adj	B2+	conventional	конвенциональный
Neutron	das Neutron, -en		das	B2+	neutron	нейтрон
organisatorisch	organisatorisch		adj	B2+	organizational	организационный
reif	reif		adj	B1	ripe	зрелый
Stab	der Stab, -̈e		der	B2+	staff	штат
überholen, überholt, überholte, hat überholt	überholen, überholt, überholte, hat überholt		verb	B1	to pass, overhaul	обгонять
vorangehen, geht voran, ging voran, ist vorangegangen	vorangehen, geht voran, ging voran, ist vorangegangen		verb	B2+	to precede, lead (the way)	предшествовать
anderswo	anderswo		adv	B2+	elsewhere	где-то в другом месте
empfindlich	empfindlich		adj	B2+	sensitive	чувствительный
Finanzen	Finanzen		die	B2+	finance, finances	финансы
hilflos	hilflos		adj	B2+	helpless	беспомощный
Mist	Mist		der	B2+	crap, manure	чушь
münden, mündet, mündete, hat gemündet	münden, mündet, mündete, hat gemündet		verb	B2+	to join, meet, flow into	впадать
Physiologie	die Physiologie		die	B2+	physiology	физиология
Porträt	das Porträt, -s		das	B2+	portrait	портрет
Premiere	die Premiere, -n		die	B2+	opening night, premiere	премьера
Schadenersatz	der Schadenersatz		der	B2+	compensation	компенсация
Schrei	der Schrei, -e		der	B2+	scream	крик
Schwangerschaft	die Schwangerschaft, -en		die	B1	pregnancy	беременность
Staatsanwalt	der Staatsanwalt, -̈e		der	B2+	public prosecutor, district attorney	прокурор
Transfer	der Transfer, -s		der	B2+	transfer	трансфер
verkürzen, verkürzt, verkürzte, hat verkürzt	verkürzen, verkürzt, verkürzte, hat verkürzt		verb	B2+	to shorten	сокращать
vorbeugen, beugt vor, beugte vor, hat vorgebeugt	vorbeugen, beugt vor, beugte vor, hat vorgebeugt		verb	B2+	to bend over, lean forward, prevent	наклоняться
witzig	witzig		adj	A2	funny	смешной
Annäherung	die Annäherung, -en		die	B2+	approach, approximation, rapprochement	сближение
blasen, bläst, blies, hat geblasen	blasen, bläst, blies, hat geblasen		verb	B2+	to blow	дуть
Exemplar	das Exemplar, -e		das	B2+	copy, piece	экземпляр
Fond	der Fond, -s		der	B2+	fund	фонд
Logik	die Logik, -en		die	B2+	logic	логика
Müll	der Müll		der	A2	waste, garbage, rubbish, trash	мусор
rational	rational		adj	B2+	rational	рациональный
Vergnügen	das Vergnügen, -		das	B1	pleasure	удовольствие
fließend	fließend		adj	B1	fluent, fluid, flowing	струящийся
konsumieren, konsumiert, konsumierte, hat konsumiert	konsumieren, konsumiert, konsumierte, hat konsumiert		verb	B1	to consume	потреблять; нет
naturwissenschaftlich	naturwissenschaftlich		adj	B2+	scientific	естественнонаучный
Ökonomie	die Ökonomie, -n		die	B2+	economics	экономика
Festival	das Festival, -s		das	A2	festival	фестиваль
hinlegen, legt hin, legte hin, hat hingelegt	hinlegen, legt hin, legte hin, hat hingelegt		verb	B2+	to lie down	прилечь
Landwirt	der Landwirt, -e		der	B2+	farmer	фермер
Laptop	der Laptop, -s		der, das	A2	laptop	ноутбук
läuten, läutet, läutete, hat geläutet	läuten, läutet, läutete, hat geläutet		verb	B2+	to ring, toll	звонить
Neugier	die Neugier		die	B2+	curiosity	любопытство
Notiz	die Notiz, -en		die	A2	note	заметка
Rakete	die Rakete, -n		die	B2+	rocket	ракета
Rasen	der Rasen, -		das	B1	lawn, grass	газон
verwirklichen, verwirklicht, verwirklichte, hat verwirklicht	verwirklichen, verwirklicht, verwirklichte, hat verwirklicht		verb	B2+	to fulfill, realize, turn into reality	осуществлять
befestigen, befestigt, befestigte, hat befestigt	befestigen, befestigt, befestigte, hat befestigt		verb	B2+	to fix, attach, fasten	прикреплять
Datensatz	der Datensatz, -̈e		der	B2+	data set	набор данных
dulden, duldet, duldete, hat geduldet	dulden, duldet, duldete, hat geduldet		verb	B2+	to tolerate	терпеть
durchlaufen, läuft durch, lief durch, ist durchgelaufen	durchlaufen, läuft durch, lief durch, ist durchgelaufen		verb	B2+	to go through	проходить
erschüttern, erschüttert, erschütterte, hat erschüttert	erschüttern, erschüttert, erschütterte, hat erschüttert		verb	B2+	to shake, shock	потрясать
