note_id;last modification time;tags;Rank;Word;IPA;Part-of-Speech 1;Definition 1;Definition 1 Russian;German 1;English 1;Russian 1;Part-of-Speech 2;Definition 2;Definition 2 Russian;German 2;English 2;Russian 2;Part-of-Speech 3;Definition 3;Definition 3 Russian;German 3;English 3;Russian 3;Frequency;WordAudio;Level;WordFamily;Conjugation;SentenceAudio1;SentenceAudio2;SentenceAudio3;Image;Morphology Russain
1679807421530;1784831632;B2plus verb;4835;blättern, blättert, blätterte, hat geblättert;ˈblɛtɐn;verb;to turn, flip, browse;листать;Ich blättere in der Zeitung, bis ich die richtige Seite finde.;I’ll flip through the paper until I find the right page.;Я листаю газету, пока не нахожу нужную страницу.;;;;;;;;;;;;;12.5180242299666 | 0.839621436077636;;B2+;;ichblättedublätterster/sie/esblättertwirblätternihrblättertsie/SieblätternPrät. ich blätterte | Perf. ich habe geblättert;;;;;
1679807421531;1784831632;adj B2plus;4836;brav;bʁaːf;adj;well-behaved, good;послушный;Weil Timo so brav ist, bekommt er ein Geschenk.;Because Timo is so well behaved, he gets a present.;Так как Тимо такой послушный, он получает подарок.;;;;;;;;;;;;;12.5180242299666 | 0.882364231815819;;B2+;;;;;;;
1679807421532;1784831634;B1 der;4837;der Cousin, -s;kuˈzɛ̃ː;der;cousin;двоюродный брат;Der Sohn meiner Tante ist mein Cousin.;My aunt’s son is my cousin.;Сын моей тети — мой двоюродный брат.;;;;;;;;;;;;;12.5180242299666 | 0.79337707077621;;B1;;;;;;;
1679807421533;1784831636;B2plus verb;4838;ergehen, ergeht, erging, hat ergangen;ɛɐ̯ˈɡeːən;verb;to fare, be enacted;чувствовать;Ich hoffe, es ergeht dir gut in deinem neuen Zuhause.;I hope you’re faring well in your new home.;Я надеюсь, что ты хорошо чувствуешь себя в своем новом доме.;;;;;;;;;;;;;12.5180242299666 | 0.896798784352706;;B2+;;ichergeheduergehster/sie/esergehtwirergehenihrergehtsie/SieergehenPrät. ich erging | Perf. ich habe ergangen;;;;;
1679807421534;1784831637;B2plus der;4839;der Gesang, -̈e;ɡəˈzaŋ;der;singing, vocals;пение;Ich studiere Musik und Gesang.;I study music and singing.;Я изучаю музыку и пение.;;;;;;;;;;;;;12.5180242299666 | 0.875448072911269;;B2+;;;;;;;
1679807421535;1784831638;B2plus das;4840;das Hilfsmittel, -;ˈhɪlfsˌmɪtl̩;das;means, aid, tool;вспомогательное средство;In der Prüfung sind keine Hilfsmittel erlaubt.;No aids are allowed in the test.;На экзамене никакие вспомогательные средства не разрешены.;;;;;;;;;;;;;12.5180242299666 | 0.865886849260733;;B2+;;;;;;;
1679807421536;1784831639;B2plus verb;4841;verstoßen, verstößt, verstieß, hat verstoßen;fɛɐ̯ˈʃtoːsn̩;verb;to repudiate, trespass, break (the law);нарушать;Weil die Bande immer wieder gegen das Gesetz verstößt, müssen jetzt alle Mitglieder ins Gefängnis.;Because the gang repeatedly breaks the law, all members now have to go to jail.;Так как банда постоянно нарушает закон, теперь все ее члены должны отправиться в тюрьму.;;;;;;;;;;;;;12.5180242299666 | 0.884367280961084;;B2+;;ichverstoßeduverstößter/sie/esverstößtwirverstoßenihrverstößtsie/SieverstoßenPrät. ich verstieß | Perf. ich habe verstoßen;;;;;
1679807421537;1784831640;B2plus die;4842;die Abwesenheit, -en;ˈapˌveːzn̩haɪ̯t;die;absence;отсутствие;Während meiner Abwesenheit passen meine Eltern auf meinen Hund auf.;During my absence my parents look after my dog.;Во время моего отсутствия мои родители присматривают за моей собакой.;;;;;;;;;;;;;12.4687406700061 | 0.905850890152346;;B2+;;;;;;;
1679807421538;1784831642;B2plus der;4843;der Anhang, -̈e;ˈanhaŋ;der;appendix;приложение;Im Anhang meiner Arbeit gibt es weitere Beispiele.;In the appendix of my work there are further examples.;В приложении к моей работе есть дополнительные примеры.;;;;;;;;;;;;;12.4687406700061 | 0.793808441965884;;B2+;;;;;;;
1679807421539;1784831643;B2plus das;4844;das Atelier, -s;atəˈli̯eː;das;studio;мастерская;Der Maler arbeitet in einem Atelier, weil er dort viel Licht hat.;The painter works in a studio because he has a lot of light there.;Художник работает в мастерской, потому что там у него много света.;;;;;;;;;;;;;12.4687406700061 | 0.738079448151386;;B2+;;;;;;;
1679807421540;1784831644;B2plus das;4845;das Brett, -er;bʁɛt;das;board, plank;доска;Aus den Brettern baue ich ein Bett.;I’ll make a bed out of the boards.;Из досок я сделаю кровать.;;;;;;;;;;;;;12.4687406700061 | 0.88849808802937;;B2+;;;;;;;
1679807421541;1784831645;B2plus die;4846;die Fachsprache, -n;ˈfaxˌʃpʁaːxə;die;technical language;терминология;Ich verstehe den Artikel nicht, weil ich die Fachsprache nicht beherrsche.;I don’t understand the article because I haven’t mastered the technical language.;Я не понимаю статью, потому что не владею профессиональной терминологией.;;;;;;;;;;;;;12.4687406700061 | 0.407754967111197;;B2+;;;;;;;
1679807421542;1784831646;B2plus die;4847;die Geldmenge, -n;ˈɡɛltˌmɛŋə;die;money supply;денежная масса;Der gesamte Bestand des Geldes in einem Land wird Geldmenge genannt.;The total stock of money in a country is called the money supply.;Общий объем денег в стране называется денежной массой.;;;;;;;;;;;;;12.4687406700061 | 0.46436408408081;;B2+;;;;;;;
1679807421543;1784831647;B2plus das;4848;das Getreide, -;ɡəˈtʁaɪ̯də;das;cereal, grain;зерно;Viele Lebensmittel aus Getreide sind Bestandteil einer gesunden Ernährung.;Many foods made from cereals are part of a healthy diet.;Многие продукты питания из зерна являются составной частью здорового питания.;;;;;;;;;;;;;12.4687406700061 | 0.740450389826764;;B2+;;;;;;;
1679807421544;1784831648;B2plus das;4849;das Grundrecht, -e;ˈɡʁʊntˌʁɛçt;das;fundamental right;основное право;In der Verfassung eines Landes werden die Grundrechte der Menschen festgelegt.;A country’s constitution sets out the fundamental rights of its people.;В конституции страны закрепляются основные права человека.;;;;;;;;;;;;;12.4687406700061 | 0.77534599749884;;B2+;;;;;;;
1679807421545;1784831649;B2plus die;4850;die Leere;ˈleːʁə;die;emptiness;пустота;Die Leere des verlassenen Hauses macht mich traurig.;The emptiness of the abandoned house makes me sad.;Пустота заброшенного дома делает меня грустным.;;;;;;;;;;;;;12.4687406700061 | 0.859725271926445;;B2+;;;;;;;
1679807421546;1784831650;B2plus verb;4851;zurückliegen, liegt zurück, lag zurück, hat zurückgelegen;t͡suˈʁʏkˌliːɡn̩;verb;to date back, be in the past, trail;оставаться;Meine Kindheit liegt schon viele Jahre zurück.;My childhood is many years in the past.;Мое детство осталось уже много лет назад.;;;;;;;;;;;;;12.4687406700061 | 0.88699828386766;;B2+;;ichliege zurückduliegst zurücker/sie/esliegt zurückwirliegen zurückihrliegt zurücksie/Sieliegen zurückPrät. ich lag zurück | Perf. ich habe zurückgelegen;;;;;
1679807421547;1784831651;B2plus der;4852;der Abgrund, -̈e;ˈapˌɡʁʊnt;der;abyss;бездна;Hinter dem Berg ist ein tiefer Abgrund.;Behind the mountain is a deep abyss.;За горой находится глубокая бездна.;;;;;;;;;;;;;12.4194571100456 | 0.846830609829507;;B2+;;;;;;;
1679807421548;1784831653;B2plus das;4853;das Asyl, -e;aˈzyːl;das;asylum;убежище;Weil in meiner Heimat Krieg herrscht, muss ich in einem anderen Land Asyl beantragen.;Because of the war in my country, I have to apply for asylum in another country.;Так как в моей родной стране идет война, я должен просить убежище в другой стране.;;;;;;;;;;;;;12.4194571100456 | 0.782176076307087;;B2+;;;;;;;
1679807421549;1784831654;B2plus verb;4854;aufziehen, zieht auf, zog auf, hat aufgezogen;ˈaʊ̯fˌt͡siːən;verb;to raise, rear, wind (up);выращивать;Weil die Katze es nicht alleine schafft, ziehen wir ihre Babys auf.;Because the cat can’t do it alone, we are raising her babies.;Так как кошка не справляется сама, мы выхаживаем её котят.;;;;;;;;;;;;;12.4194571100456 | 0.875981602172861;;B2+;;ichziehe aufduziehst aufer/sie/eszieht aufwirziehen aufihrzieht aufsie/Sieziehen aufPrät. ich zog auf | Perf. ich habe aufgezogen;;;;;
1679807421550;1784831655;B2plus verb;4855;einreichen, reicht ein, reichte ein, hat eingereicht;ˈaɪ̯nˌʁaɪ̯çn̩;verb;to submit;подавать;Der Antrag kann auch per E-Mail eingereicht werden.;The application can also be submitted via e-mail.;Заявление может быть подано также по электронной почте.;;;;;;;;;;;;;12.4194571100456 | 0.842584440231838;;B2+;;ichreiche eindureichst einer/sie/esreicht einwirreichen einihrreicht einsie/Siereichen einPrät. ich reichte ein | Perf. ich habe eingereicht;;;;;
1679807421551;1784831656;A2 adj;4856;faul;faʊ̯l;adj;lazy;ленивый;Heute mache ich nichts und liege nur faul im Bett.;Today I don’t do anything and I’m just lying lazily in bed.;Сегодня я ничего не делаю и просто лениво лежу в кровати.;;;;;;;;;;;;;12.4194571100456 | 0.888216447760832;;A2;;;;;;;
1679807421552;1784831657;B2plus das;4857;das Fell, -e;fɛl;das;fur, coat, skin;мех;Das Fell des Hundes ist sehr weich.;The coat of the dog is very soft.;Мех собаки очень мягкий.;;;;;;;;;;;;;12.4194571100456 | 0.858538648690445;;B2+;;;;;;;
1679807421553;1784831658;B2plus verb;4858;mitspielen, spielt mit, spielte mit, hat mitgespielt;ˈmɪtˌʃpiːlən;verb;to play, join in;играть;Tim möchte beim Fußball mitspielen.;Tim wants to join the soccer game.;Тим хочет играть в футбол.;;;;;;;;;;;;;12.4194571100456 | 0.864728996027183;;B2+;;ichspiele mitduspielst miter/sie/esspielt mitwirspielen mitihrspielt mitsie/Siespielen mitPrät. ich spielte mit | Perf. ich habe mitgespielt;;;;;
1679807421554;1784831659;B2plus verb;4859;schwören, schwört, schwor, hat geschworen;ˈʃvøːʁən;verb;to swear;клясться;Ich schwöre dir, dass ich nicht lüge.;I swear I’m not lying.;Я клянусь тебе, что не лгу.;;;;;;;;;;;;;12.4194571100456 | 0.855019908098723;;B2+;;ichschwöreduschwörster/sie/esschwörtwirschwörenihrschwörtsie/SieschwörenPrät. ich schwor | Perf. ich habe geschworen;;;;;
1679807421555;1784831660;B2plus der;4860;der Syrer, -;ˈzyːʁɐ;der;Syrian;сириец;Viele Syrer kommen als Flüchtlinge nach Europa.;Many Syrians come to Europe as refugees.;Многие сирийцы приезжают в Европу в качестве беженцев.;;;;;;;;;;;;;12.4194571100456 | 0.726144877888543;;B2+;;;;;;;
1679807421556;1784831661;B1 verb;4861;verzeihen, verzeiht, verzieh, hat verziehen;fɛɐ̯ˈt͡saɪ̯ən;verb;to forgive, excuse;прощать;Ich kann ihm nicht verzeihen, obwohl er sich entschuldigt hat.;I can’t forgive him even though he apologized.;Я не могу его простить, хотя он извинился.;;;;;;;;;;;;;12.4194571100456 | 0.842025206004103;;B1;;ichverzeiheduverzeihster/sie/esverzeihtwirverzeihenihrverzeihtsie/SieverzeihenPrät. ich verzieh | Perf. ich habe verziehen;;;;;
1679807421557;1784831662;B2plus verb;4862;anstoßen, stößt an, stieß an, hat angestoßen;ˈanˌʃtoːsn̩;verb;to toast, initiate;чокаться;Wir stoßen mit einem Glas Wein auf unseren Erfolg an.;We toast our success with a glass of wine.;Мы чокаемся бокалом вина за наш успех.;;;;;;;;;;;;;12.3701735500851 | 0.897187069860852;;B2+;;ichstoße andustößt aner/sie/esstößt anwirstoßen anihrstößt ansie/Siestoßen anPrät. ich stieß an | Perf. ich habe angestoßen;;;;;
1679807421558;1784831663;B1 der;4863;der Einkauf, -̈e;ˈaɪ̯nˌkaʊ̯f;der;purchase, shopping;покупка;Ich bringe den Einkauf vom Supermarkt nach Hause.;I’m taking the shopping home from the supermarket.;Я приношу покупку из супермаркета домой.;;;;;;;;;;;;;12.3701735500851 | 0.879664940914271;;B1;;;;;;;
1679807421559;1784831664;B2plus verb;4864;erlassen, erlässt, erließ, hat erlassen;ɛɐ̯ˈlasn̩;verb;to enact, issue;издавать;Der Staat erlässt das Gesetz, dass man in Restaurants nicht mehr rauchen darf.;The state enacts a law that smoking is no longer allowed in restaurants.;Государство издает закон, согласно которому в ресторанах больше нельзя курить.;;;;;;;;;;;;;12.3701735500851 | 0.83592045626198;;B2+;;icherlasseduerlässter/sie/eserlässtwirerlassenihrerlässtsie/SieerlassenPrät. ich erließ | Perf. ich habe erlassen;;;;;
1679807421560;1784831666;B2plus die;4865;die Erstellung, -en;ɛɐ̯ˈʃtɛlʊŋ;die;preparation, creation;создание;Mario hilft mir bei der Erstellung der Berechnungen.;Mario helps me with the preparation of the calculations.;Марио помогает мне с созданием расчетов.;;;;;;;;;;;;;12.3701735500851 | 0.744886636408776;;B2+;;;;;;;
1679807421561;1784831667;B2plus das;4866;das Fass, -̈er;fas;das;keg, barrel;бочка;Für das Fest kaufe ich ein Fass Bier.;I’ll buy a keg of beer for the party.;Для праздника я покупаю бочку пива.;;;;;;;;;;;;;12.3701735500851 | 0.770993246826639;;B2+;;;;;;;
1679807421562;1784831675;B2plus der;4867;der Kulturstaatsminister, -;kʊlˈtuːɐ̯ʃtaːtsmiˌnɪstɐ;der;minister of culture;министр культуры;Sie arbeitet im Amt der Kulturstaatsministerin.;She works in the office of the minister of culture.;Она работает в ведомстве государственного министра по вопросам культуры.;;;;;;;;;;;;;12.3701735500851 | 0.262228099263482;;B2+;;;;;;;
1679807421563;1784831676;B2plus der;4868;der Landsmann, -̈er;ˈlant͡sˌman;der;compatriot, fellow countryman;соотечественник;In meinem Urlaub treffe ich viele Landsmänner.;I meet a lot of compatriots on my vacation.;В своем отпуске я встречаю много соотечественников.;;;;;;;;;;;;;12.3701735500851 | 0.881977836048513;;B2+;;;;;;;
1679807421564;1784831677;B2plus die;4869;die Laufzeit, -en;ˈlaʊ̯fˌt͡saɪ̯t;die;term;срок;Die Laufzeit des Vertrags beträgt 24 Monate.;The term of the contract is 24 months.;Срок действия договора составляет 24 месяца.;;;;;;;;;;;;;12.3701735500851 | 0.813142338073124;;B2+;;;;;;;
