Word	Annotation	Sense	Part of Speech	Level	Russian	English
unterdrücken, unterdrückt, unterdrückte, hat unterdrückt	unterdrücken, unterdrückt, unterdrückte, hat unterdrückt		verb	B2+	подавлять	to suppress
untere	untere (r, s)		adj	B1	ниже	lower
untereinander	untereinander		adv	B2+	друг друга	among (our)selves, with each other
untergehen, geht unter, ging unter, ist untergegangen	untergehen, geht unter, ging unter, ist untergegangen		verb	B2+	спуститься	to go down
unterhalb	unterhalb		prep	B2+	ниже	below, underneath
unterhalten, unterhält, unterhielt, hat unterhalten	unterhalten (sich), unterhält, unterhielt, hat unterhalten		verb	A2	развлекался	to amuse oneself, chat
Unterhaltung	die Unterhaltung, -en		die	B1	развлечения	entertainment, conversation
Unterkunft	die Unterkunft, -̈e		die	A2	размещение	accommodation
Unterlage	die Unterlage, -n		die, die (pl)	B2+	документ	base, pad, document; documents
unterliegen, unterliegt, unterlag, hat unterlegen	unterliegen, unterliegt, unterlag, hat unterlegen		verb	B2+	подвергается	to be defeated, be subject
Unternehmen	das Unternehmen, -		das	A2	компания	enterprise, company
unternehmen, unternimmt, unternahm, hat unternommen	unternehmen, unternimmt, unternahm, hat unternommen		verb	A2	предпринимать	to undertake, do, take action
Unternehmer	der Unternehmer, -		der	B1	предприниматель	entrepreneur, employer
Unternehmung	die Unternehmung, -en		die	B2+	компания	company, venture, enterprise
Unterricht	der Unterricht, -e		der	A1	уроки	instruction, classes
unterrichten, unterrichtet, unterrichtete, hat unterrichtet	unterrichten, unterrichtet, unterrichtete, hat unterrichtet		verb	B1	учить	to teach
unterschätzen, unterschätzt, unterschätzte, hat unterschätzt	unterschätzen, unterschätzt, unterschätzte, hat unterschätzt		verb	B2+	недооценивать	to underestimate
unterscheiden, unterscheidet, unterschied, hat unterschieden	unterscheiden, unterscheidet, unterschied, hat unterschieden		verb	B1	различать	to distinguish
Unterscheidung	die Unterscheidung, -en		die	B2+	отличие	differentiation, distinction
Unterschied	der Unterschied, -e		der	A2	разница	difference
unterschiedlich	unterschiedlich		adj	B1	разные	different
unterschreiben, unterschreibt, unterschrieb, hat unterschrieben	unterschreiben, unterschreibt, unterschrieb, hat unterschrieben		verb	A1	подписать	to sign
Unterschrift	die Unterschrift, -en		die	A1	подпись	signature
unterstellen, unterstellt, unterstellte, hat unterstellt	unterstellen, unterstellt, unterstellte, hat unterstellt		verb	B2+	намекнул	to put in charge, imply, store
unterstreichen, unterstreicht, unterstrich, hat unterstrichen	unterstreichen, unterstreicht, unterstrich, hat unterstrichen		verb	B1	подчеркнуть	to underline, emphasize
unterstützen, unterstützt, unterstützte, hat unterstützt	unterstützen, unterstützt, unterstützte, hat unterstützt		verb	B1	поддержал	to support
Unterstützung	die Unterstützung, -en		die	B1	поддержка	support
untersuchen, untersucht, untersuchte, hat untersucht	untersuchen, untersucht, untersuchte, hat untersucht		verb	A2	расследовать	to examine
Untersuchung	die Untersuchung, -en		die	B1	расследование	examination
unterteilen, unterteilt, unterteilte, hat unterteilt	unterteilen, unterteilt, unterteilte, hat unterteilt		verb	B2+	разделить	to divide, subdivide, partition
unterwegs	unterwegs		adv	B1	в пути	on the way
unverändert	unverändert		adj	B2+	неизменный	unchanged
unwahrscheinlich	unwahrscheinlich		adj	B2+	маловероятно	improbable, unlikely
unzählig	unzählig		adj	B2+	бесчисленное множество	countless
uralt	uralt		adj	B2+	древний	ancient
Urgroßvater	der Urgroßvater, -̈		der	B2+	прадедушка	great-grandfather
Urlaub	der Urlaub, -e		der	A1	отпуск	vacation
Urlauber	der Urlauber, -		der	B2+	отдыхающие	vacationer
Ursache	die Ursache, -n		die	B1	причина	cause
Ursprung	der Ursprung, -̈e		der	B2+	происхождение	origin
ursprünglich	ursprünglich		adj	B1	изначально	original
Urteil	das Urteil, -e		das	B1	решение	sentence, judgment
USA	USA (Vereinigte Staaten von Amerika)		die	A2	США	USA, United States of America
variabel	variabel		adj	B2+	переменная	variable
Variable	die Variable, -n		die	B1	переменная	variable
Variante	die Variante, -n		die	B1	вариант	variant, variation
Varianz	die Varianz, -en		die	B2+	дисперсия	variance
Variation	die Variation, -en		die	B2+	вариация	kind, variation
variieren, variiert, variierte, hat variiert	variieren, variiert, variierte, hat variiert		verb	B2+	меняться	to vary
Vater	der Vater, -̈		der	A1	отец	father
Vektor	der Vektor, -en		der	B1	вектор	vector
Vene	die Vene, -n		die	B2+	вена	vein
verabreden, verabredet, verabredete, hat verabredet	verabreden, verabredet, verabredete, hat verabredet		verb	B2+	устроил	to arrange, make an appointment
verabschieden, verabschiedet, verabschiedete, hat verabschiedet	verabschieden, verabschiedet, verabschiedete, hat verabschiedet		verb	B1	попрощался	to say goodbye, pass
verändern, verändert, veränderte, hat verändert	verändern, verändert, veränderte, hat verändert		verb	A2	изменилось	to change
Veränderung	die Veränderung, -en		die	A2	изменить	change
verankern, verankert, verankerte, hat verankert	verankern, verankert, verankerte, hat verankert		verb	B2+	якорь	to anchor, enshrine
veranlassen, veranlasst, veranlasste, hat veranlasst	veranlassen, veranlasst, veranlasste, hat veranlasst		verb	B2+	причина	to arrange, cause, initiate
veranstalten, veranstaltet, veranstaltete, hat veranstaltet	veranstalten, veranstaltet, veranstaltete, hat veranstaltet		verb	B2+	организовать	to organize
Veranstalter	der Veranstalter, -		der	B2+	организатор	organizer
Veranstaltung	die Veranstaltung, -en		die	A2	событие	event
verantwortlich	verantwortlich		adj	B1	ответственный	responsible
Verantwortung	die Verantwortung, -en		die	B1	ответственность	responsibility
verarbeiten, verarbeitet, verarbeitete, hat verarbeitet	verarbeiten, verarbeitet, verarbeitete, hat verarbeitet		verb	B2+	обработал	to use, process, assimilate
Verarbeitung	die Verarbeitung, -en		die	B2+	обработка	processing, finishing
Verb	das Verb, -en		das	B2+	глагол	verb
verbal	verbal		adj	B2+	словесный	verbal
Verband	der Verband, -̈e		der	B1	ассоциация	association, bandage
verbergen, verbirgt, verbarg, hat verborgen	verbergen, verbirgt, verbarg, hat verborgen		verb	B1	спрятаться	to hide, conceal
verbessern, verbessert, verbesserte, hat verbessert	verbessern, verbessert, verbesserte, hat verbessert		verb	B1	улучшить	to improve, correct
Verbesserung	die Verbesserung, -en		die	B1	улучшение	improvement
verbieten, verbietet, verbot, hat verboten	verbieten, verbietet, verbot, hat verboten		verb	A2	запретить	to forbid, prohibit
verbinden, verbindet, verband, hat verbunden	verbinden, verbindet, verband, hat verbunden		verb	B1	соединить	to connect, link, unite
verbindlich	verbindlich		adj	B2+	обязательность	binding, authoritative
Verbindlichkeit	die Verbindlichkeit, -en		die	B2+	обязательство	obligation, liability, commitment
Verbindung	die Verbindung, -en		die	B1	соединение	connection, link
verbleiben, verbleibt, verblieb, ist verblieben	verbleiben, verbleibt, verblieb, ist verblieben		verb	B2+	оставаться	to remain, stay, agree
Verbot	das Verbot, -e		das	B1	запретить	ban, prohibition
verbrauchen, verbraucht, verbrauchte, hat verbraucht	verbrauchen, verbraucht, verbrauchte, hat verbraucht		verb	B1	потреблять	to use, consume
Verbraucher	der Verbraucher, -		der	B1	потребитель	consumer
Verbrechen	das Verbrechen, -		das	B2+	преступление	crime
verbreiten, verbreitet, verbreitete, hat verbreitet	verbreiten, verbreitet, verbreitete, hat verbreitet		verb	B1	распространился	to spread
Verbreitung	die Verbreitung, -en		die	B2+	распространение	dissemination, distribution, spread
verbrennen, verbrennt, verbrannte, ist verbrannt	verbrennen, verbrennt, verbrannte, ist verbrannt		verb	B2+	сжечь	to burn
verbringen, verbringt, verbrachte, hat verbracht	verbringen, verbringt, verbrachte, hat verbracht		verb	B1	тратить	to spend (time)
Verdacht	der Verdacht, -e		der	B1	подозрение	suspicion
verdächtig	verdächtig		adj	B1	подозрительно	suspicious
verdammt	verdammt		adj	B1	блин	damned
verdanken, verdankt, verdankte, hat verdankt	verdanken, verdankt, verdankte, hat verdankt		verb	B2+	должен	to owe, have sb to thank for sth
verdecken, verdeckt, verdeckte, hat verdeckt	verdecken, verdeckt, verdeckte, hat verdeckt		verb	B2+	прикрыли	to cover, hide
verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht	verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht		verb	B2+	уточнить	to clarify, explain
verdienen, verdient, verdiente, hat verdient	verdienen, verdient, verdiente, hat verdient		verb	A1	заслужил	to earn, deserve
verdoppeln, verdoppelt, verdoppelte, hat verdoppelt	verdoppeln, verdoppelt, verdoppelte, hat verdoppelt		verb	B2+	двойной	to double
verdrängen, verdrängt, verdrängte, hat verdrängt	verdrängen, verdrängt, verdrängte, hat verdrängt		verb	B2+	репрессировал	to drive out, suppress
verehrt	verehrt		adj	B2+	обожаемый	venerated, honored
Verein	der Verein, -e		der	A1	клуб	association, club
vereinbaren, vereinbart, vereinbarte, hat vereinbart	vereinbaren, vereinbart, vereinbarte, hat vereinbart		verb	A2	согласен	to agree
Vereinbarung	die Vereinbarung, -en		die	B2+	соглашение	agreement
vereinen, vereint, vereinte, hat vereint	vereinen, vereint, vereinte, hat vereint		verb	B2+	объединиться	to unite
vereinfachen, vereinfacht, vereinfachte, hat vereinfacht	vereinfachen, vereinfacht, vereinfachte, hat vereinfacht		verb	B2+	упростить	to simplify
vereinigen, vereinigt, vereinigte, hat vereinigt	vereinigen, vereinigt, vereinigte, hat vereinigt		verb	B1	объединиться	to unite
Vereinigung	die Vereinigung, -en		die	B2+	ассоциация	organization, association, unification
Verfahren	das Verfahren, -		das	A2	процедура	method, process, technique
verfallen, verfällt, verfiel, ist verfallen	verfallen, verfällt, verfiel, ist verfallen		verb	B2+	пришёл в упадок	to decay, deteriorate, expire
verfassen, verfasst, verfasste, hat verfasst	verfassen, verfasst, verfasste, hat verfasst		verb	B2+	написал	to draw up, write
Verfassung	die Verfassung, -en		die	B2+	конституция	constitution
verfolgen, verfolgt, verfolgte, hat verfolgt	verfolgen, verfolgt, verfolgte, hat verfolgt		verb	B1	преследовать	to pursue, chase
verfügbar	verfügbar		adj	B2+	доступен	available
verfügen, verfügt, verfügte, hat verfügt	verfügen, verfügt, verfügte, hat verfügt		verb	B1	распоряжаться	to have sth at one’s disposal, be in charge
Verfügung	die Verfügung, -en		die	A2	доступен	disposal
Vergangenheit	die Vergangenheit, -en		die	B1	прошлое	past
vergeben	vergeben		verb	B2+	награжден	to award, allocate, give away
vergeblich	vergeblich		adj	B1	напрасно	futile
vergehen, vergeht, verging, hat vergangen	vergehen, vergeht, verging, hat vergangen		verb	A1	скончался	to pass (time)
vergessen, vergisst, vergaß, hat vergessen	vergessen, vergisst, vergaß, hat vergessen		verb	A2	забыл	to forget
Vergleich	der Vergleich, -e		der	A1	сравнение	comparison
vergleichbar	vergleichbar		adj	B1	сопоставимый	comparable
vergleichen, vergleicht, verglich, hat verglichen	vergleichen, vergleicht, verglich, hat verglichen		verb	A2	сравнивать	to compare
vergleichsweise	vergleichsweise		adv	B2+	сравнительно	comparatively
Vergnügen	das Vergnügen, -		das	B1	удовольствие	pleasure
vergrößern, vergrößert, vergrößerte, hat vergrößert	vergrößern, vergrößert, vergrößerte, hat vergrößert		verb	B1	увеличить	to increase, extend, enlarge
verhaften, verhaftet, verhaftete, hat verhaftet	verhaften, verhaftet, verhaftete, hat verhaftet		verb	B1	арестовать	to arrest
verhalten	verhalten		verb, das	B1	вести себя	to behave, act; behavior
Verhaltensweise	die Verhaltensweise, -n		die	B2+	поведение	behavior
Verhältnis	das Verhältnis, -se		das	B1	соотношение	relationship
verhandeln, verhandelt, verhandelte, hat verhandelt	verhandeln, verhandelt, verhandelte, hat verhandelt		verb	B2+	договориться	to negotiate
Verhandlung	die Verhandlung, -en		die	B1	переговоры	negotiation
verhängen, verhängt, verhängte, hat verhängt	verhängen, verhängt, verhängte, hat verhängt		verb	B2+	наложили	to impose
verheiratet	verheiratet		adj	A1	женат	married
verhindern, verhindert, verhinderte, hat verhindert	verhindern, verhindert, verhinderte, hat verhindert		verb	B1	предотвратить	to prevent
Verkauf	der Verkauf, -̈e		der	B1	продажа	sale
verkaufen, verkauft, verkaufte, hat verkauft	verkaufen, verkauft, verkaufte, hat verkauft		verb	A1	продать	to sell
Verkäufer	der Verkäufer, -		der	A1	продавец	salesman, seller
Verkehr	der Verkehr, -e		der	A2	трафик	traffic
verkehren, verkehrt, verkehrte, hat verkehrt	verkehren, verkehrt, verkehrte, hat verkehrt		verb	B2+	пойти не так	to socialize, consort
verknüpfen, verknüpft, verknüpfte, hat verknüpft	verknüpfen, verknüpft, verknüpfte, hat verknüpft		verb	B2+	ссылка	to tie
Verknüpfung	die Verknüpfung, -en		die	B2+	ссылка	combination, link
verkünden, verkündet, verkündete, hat verkündet	verkünden, verkündet, verkündete, hat verkündet		verb	B2+	объявить	to announce
verkürzen, verkürzt, verkürzte, hat verkürzt	verkürzen, verkürzt, verkürzte, hat verkürzt		verb	B2+	укоротить	to shorten
Verlag	der Verlag, -e		der	B1	издатель	publishing company
verlangen, verlangt, verlangte, hat verlangt	verlangen, verlangt, verlangte, hat verlangt		verb	B1	потребовал	to request, demand
