Word	Annotation	Sense	Part of Speech	Level	English
vergleichen, vergleicht, verglich, hat verglichen	vergleichen, vergleicht, verglich, hat verglichen		verb	A2	to compare
vergleichsweise	vergleichsweise		adv	B2+	comparatively
Vergnügen	das Vergnügen, -		das	B1	pleasure
vergrößern, vergrößert, vergrößerte, hat vergrößert	vergrößern, vergrößert, vergrößerte, hat vergrößert		verb	B1	to increase, extend, enlarge
verhaften, verhaftet, verhaftete, hat verhaftet	verhaften, verhaftet, verhaftete, hat verhaftet		verb	B1	to arrest
verhalten	verhalten		verb, das	B1	to behave, act; behavior
Verhaltensweise	die Verhaltensweise, -n		die	B2+	behavior
Verhältnis	das Verhältnis, -se		das	B1	relationship
verhandeln, verhandelt, verhandelte, hat verhandelt	verhandeln, verhandelt, verhandelte, hat verhandelt		verb	B2+	to negotiate
Verhandlung	die Verhandlung, -en		die	B1	negotiation
verhängen, verhängt, verhängte, hat verhängt	verhängen, verhängt, verhängte, hat verhängt		verb	B2+	to impose
verheiratet	verheiratet		adj	A1	married
verhindern, verhindert, verhinderte, hat verhindert	verhindern, verhindert, verhinderte, hat verhindert		verb	B1	to prevent
Verkauf	der Verkauf, -̈e		der	B1	sale
verkaufen, verkauft, verkaufte, hat verkauft	verkaufen, verkauft, verkaufte, hat verkauft		verb	A1	to sell
Verkäufer	der Verkäufer, -		der	A1	salesman, seller
Verkehr	der Verkehr, -e		der	A2	traffic
verkehren, verkehrt, verkehrte, hat verkehrt	verkehren, verkehrt, verkehrte, hat verkehrt		verb	B2+	to socialize, consort
verknüpfen, verknüpft, verknüpfte, hat verknüpft	verknüpfen, verknüpft, verknüpfte, hat verknüpft		verb	B2+	to tie
Verknüpfung	die Verknüpfung, -en		die	B2+	combination, link
verkünden, verkündet, verkündete, hat verkündet	verkünden, verkündet, verkündete, hat verkündet		verb	B2+	to announce
verkürzen, verkürzt, verkürzte, hat verkürzt	verkürzen, verkürzt, verkürzte, hat verkürzt		verb	B2+	to shorten
Verlag	der Verlag, -e		der	B1	publishing company
verlangen, verlangt, verlangte, hat verlangt	verlangen, verlangt, verlangte, hat verlangt		verb	B1	to request, demand
verlängern, verlängert, verlängerte, hat verlängert	verlängern, verlängert, verlängerte, hat verlängert		verb	B1	to lengthen, extend
Verlängerung	die Verlängerung, -en		die	B2+	extension
verlassen, verlässt, verließ, hat verlassen	verlassen, verlässt, verließ, hat verlassen		verb	B1	to leave
verlässlich	verlässlich		adj	B2+	reliable
Verlauf	der Verlauf, -̈e		der	B1	course
verlaufen, verläuft, verlief, ist verlaufen	verlaufen, verläuft, verlief, ist verlaufen		verb	B1	to proceed, get lost
verlegen, verlegt, verlegte, hat verlegt	verlegen, verlegt, verlegte, hat verlegt		verb	B2+	to misplace, postpone
verleihen, verleiht, verlieh, hat verliehen	verleihen, verleiht, verlieh, hat verliehen		verb	B1	to lend, award
verletzen, verletzt, verletzte, hat verletzt	verletzen, verletzt, verletzte, hat verletzt		verb	A2	to injure
Verletzte	die Verletzte		der	B2+	injured
Verletzung	die Verletzung, -en		die	B1	injury
verlieben, verliebt, verliebte, hat verliebt	verlieben (sich), verliebt, verliebte, hat verliebt		verb	A2	to fall in love
verlieren, verliert, verlor, hat verloren	verlieren, verliert, verlor, hat verloren		verb	A2	to lose
Verlust	der Verlust, -e		der	B1	loss
vermehrt	vermehrt		adj	B2+	increased
vermeiden, vermeidet, vermied, hat vermieden	vermeiden, vermeidet, vermied, hat vermieden		verb	B1	to avoid
vermeintlich	vermeintlich		adj	B2+	supposed
vermindern, vermindert, verminderte, hat vermindert	vermindern, vermindert, verminderte, hat vermindert		verb	B2+	to reduce, decrease
vermissen, vermisst, vermisste, hat vermisst	vermissen, vermisst, vermisste, hat vermisst		verb	B1	to miss
vermitteln, vermittelt, vermittelte, hat vermittelt	vermitteln, vermittelt, vermittelte, hat vermittelt		verb	B1	to convey, mediate, find, procure
Vermittlung	die Vermittlung, -en		die	B1	negotiation, placement, mediation
Vermögen	das Vermögen, -		das	B1	assets, fortune, ability
vermögen, vermag, vermochte, hat vermocht	vermögen, vermag, vermochte, hat vermocht		verb	B2+	to be capable
vermuten, vermutet, vermutete, hat vermutet	vermuten, vermutet, vermutete, hat vermutet		verb	B1	to assume, suspect
vermutlich	vermutlich		adv	B1	probably
Vermutung	die Vermutung, -en		die	B2+	assumption, presumption
vernachlässigen, vernachlässigt, vernachlässigte, hat vernachlässigt	vernachlässigen, vernachlässigt, vernachlässigte, hat vernachlässigt		verb	B2+	to neglect
vernehmen, vernimmt, vernahm, hat vernommen	vernehmen, vernimmt, vernahm, hat vernommen		verb	B2+	to hear, examine, question
vernetzen, vernetzt, vernetzte, hat vernetzt	vernetzen, vernetzt, vernetzte, hat vernetzt		verb	B2+	to link, network
vernichten, vernichtet, vernichtete, hat vernichtet	vernichten, vernichtet, vernichtete, hat vernichtet		verb	B2+	to destroy
Vernunft	die Vernunft		die	B2+	reason
vernünftig	vernünftig		adj	B1	sensible, reasonable
veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht	veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht		verb	B1	to publish
Veröffentlichung	die Veröffentlichung, -en		die	B2+	publication
verpassen, verpasst, verpasste, hat verpasst	verpassen, verpasst, verpasste, hat verpasst		verb	A2	to miss
verpflichten, verpflichtet, verpflichtete, hat verpflichtet	verpflichten, verpflichtet, verpflichtete, hat verpflichtet		verb	B1	to obligate, oblige, commit
Verpflichtung	die Verpflichtung, -en		die	B2+	commitment, obligation
verraten, verrät, verriet, hat verraten	verraten, verrät, verriet, hat verraten		verb	B1	to tell a secret, give away, betray
verringern, verringert, verringerte, hat verringert	verringern, verringert, verringerte, hat verringert		verb	B2+	to reduce
verrückt	verrückt		adj	B1	crazy, insane
versagen, versagt, versagte, hat versagt	versagen, versagt, versagte, hat versagt		verb	B2+	to fail
versammeln, versammelt, versammelte, hat versammelt	versammeln, versammelt, versammelte, hat versammelt		verb	B2+	to assemble, gather
verschaffen, verschafft, verschaffte, hat verschafft	verschaffen, verschafft, verschaffte, hat verschafft		verb	B2+	to provide
verschärfen, verschärft, verschärfte, hat verschärft	verschärfen, verschärft, verschärfte, hat verschärft		verb	B2+	to tighten, intensify
verschieben, verschiebt, verschob, hat verschoben	verschieben, verschiebt, verschob, hat verschoben		verb	A2	to move, postpone
Verschiebung	die Verschiebung, -en		die	B2+	shift, postponement
verschieden	verschieden		adj	A2	different, diverse
verschließen, verschließt, verschloss, hat verschlossen	verschließen, verschließt, verschloss, hat verschlossen		verb	B2+	to close, lock
verschwinden, verschwindet, verschwand, ist verschwunden	verschwinden, verschwindet, verschwand, ist verschwunden		verb	B1	to disappear
versehen, versieht, versah, hat versehen	versehen, versieht, versah, hat versehen		verb	B2+	to perform, provide
versetzen, versetzt, versetzte, hat versetzt	versetzen, versetzt, versetzte, hat versetzt		verb	B1	to move, transfer
versichern, versichert, versicherte, hat versichert	versichern, versichert, versicherte, hat versichert		verb	B1	to insure, assert
Versicherung	die Versicherung, -en		die	B1	insurance, assurance
versinken, versinkt, versank, ist versunken	versinken, versinkt, versank, ist versunken		verb	B2+	to sink
Version	die Version, -en		die	B2+	version
versorgen, versorgt, versorgte, hat versorgt	versorgen, versorgt, versorgte, hat versorgt		verb	B1	to supply, provide, look after
Versorgung	die Versorgung, -en		die	B2+	supply, care
Versprechen	das Versprechen, -		das	B1	promise
versprechen, verspricht, versprach, hat versprochen	versprechen, verspricht, versprach, hat versprochen		verb	B1	to promise
Verstand	der Verstand		der	B2+	reason
verständigen, verständigt, verständigte, hat verständigt	verständigen (sich), verständigt, verständigte, hat verständigt		verb	B2+	to notify, communicate
verständlich	verständlich		adj	B1	comprehensible
Verständnis	das Verständnis, -se		das	B1	understanding
verstärken, verstärkt, verstärkte, hat verstärkt	verstärken, verstärkt, verstärkte, hat verstärkt		verb	B1	to strengthen, reinforce
Verstärkung	die Verstärkung, -en		die	B2+	reinforcement
verstecken, versteckt, versteckte, hat versteckt	verstecken, versteckt, versteckte, hat versteckt		verb	B1	to hide
verstehen, versteht, verstand, hat verstanden	verstehen, versteht, verstand, hat verstanden		verb	A1	to understand
versterben, verstirbt, verstarb, ist verstorben	versterben, verstirbt, verstarb, ist verstorben		verb	B2+	to pass away
Verstoß	der Verstoß, -̈e		der	B2+	violation
verstoßen, verstößt, verstieß, hat verstoßen	verstoßen, verstößt, verstieß, hat verstoßen		verb	B2+	to repudiate, trespass, break (the law)
verstummen, verstummt, verstummte, ist verstummt	verstummen, verstummt, verstummte, ist verstummt		verb	B2+	to fall silent
Versuch	der Versuch, -e		der	B1	attempt, experiment
versuchen, versucht, versuchte, hat versucht	versuchen, versucht, versuchte, hat versucht		verb	A2	to try, attempt
Versuchsperson	die Versuchsperson, -en		die	B2+	test subject
versus	versus		adv	B1	versus
verteidigen, verteidigt, verteidigte, hat verteidigt	verteidigen, verteidigt, verteidigte, hat verteidigt		verb	B1	to defend
Verteidiger	der Verteidiger, -		der	B2+	defender, defense counsel
Verteidigung	die Verteidigung, -en		die	B2+	defense
verteilen, verteilt, verteilte, hat verteilt	verteilen, verteilt, verteilte, hat verteilt		verb	B1	to distribute
Verteilung	die Verteilung, -en		die	B1	distribution
vertiefen, vertieft, vertiefte, hat vertieft	vertiefen, vertieft, vertiefte, hat vertieft		verb	B2+	to deepen, consolidate, engross
vertikal	vertikal		adj	B2+	vertical
Vertrag	der Vertrag, -̈e		der	A2	contract
vertrauen, vertraut, vertraute, hat vertraut	vertrauen, vertraut, vertraute, hat vertraut		verb, das	B1	to trust; trust, faith
vertraut	vertraut		adj	B1	familiar, close
vertreiben, vertreibt, vertrieb, hat vertrieben	vertreiben, vertreibt, vertrieb, hat vertrieben		verb	B2+	to drive out, sell
vertreten, vertritt, vertrat, hat vertreten	vertreten, vertritt, vertrat, hat vertreten		verb	B1	to represent, advocate, substitute
Vertreter	der Vertreter, -		der	B1	representative
Vertrieb	der Vertrieb, -e		der	B2+	market, sale, sales
verursachen, verursacht, verursachte, hat verursacht	verursachen, verursacht, verursachte, hat verursacht		verb	B1	to cause
verurteilen, verurteilt, verurteilte, hat verurteilt	verurteilen, verurteilt, verurteilte, hat verurteilt		verb	B1	to condemn
Verwaltung	die Verwaltung, -en		die	B1	administration
verwandeln, verwandelt, verwandelte, hat verwandelt	verwandeln, verwandelt, verwandelte, hat verwandelt		verb	B1	to transform, turn into
verwandt	verwandt		adj	B1	related
Verwandte	die Verwandte		der, die	A1	relative
verwechseln, verwechselt, verwechselte, hat verwechselt	verwechseln, verwechselt, verwechselte, hat verwechselt		verb	B1	to confuse, mix up
verweigern, verweigert, verweigerte, hat verweigert	verweigern, verweigert, verweigerte, hat verweigert		verb	B2+	to refuse
Verweis	der Verweis, -e		der	B2+	reference, reprimand
verweisen, verweist, verwies, hat verwiesen	verweisen, verweist, verwies, hat verwiesen		verb	B1	to refer, expel
verwenden, verwendet, verwendete, hat verwendet	verwenden, verwendet, verwendete, hat verwendet		verb	B1	to use
Verwendung	die Verwendung, -en		die	B1	use
verwirklichen, verwirklicht, verwirklichte, hat verwirklicht	verwirklichen, verwirklicht, verwirklichte, hat verwirklicht		verb	B2+	to fulfill, realize, turn into reality
verwirren, verwirrt, verwirrte, hat verwirrt	verwirren, verwirrt, verwirrte, hat verwirrt		verb	B2+	to confuse
verwundern, verwundert, verwunderte, hat verwundert	verwundern, verwundert, verwunderte, hat verwundert		verb	B2+	to surprise, amaze, astonish
verzeichnen, verzeichnet, verzeichnete, hat verzeichnet	verzeichnen, verzeichnet, verzeichnete, hat verzeichnet		verb	B2+	to list, record
verzeihen, verzeiht, verzieh, hat verziehen	verzeihen, verzeiht, verzieh, hat verziehen		verb	B1	to forgive, excuse
verzichten, verzichtet, verzichtete, hat verzichtet	verzichten, verzichtet, verzichtete, hat verzichtet		verb	B1	to do without
verziehen, verzieht, verzog, hat verzogen	verziehen, verzieht, verzog, hat verzogen		verb	B2+	to distort, twist
verzögern, verzögert, verzögerte, hat verzögert	verzögern, verzögert, verzögerte, hat verzögert		verb	B2+	to delay
verzweifeln, verzweifelt, verzweifelte, ist verzweifelt	verzweifeln, verzweifelt, verzweifelte, ist verzweifelt		verb	B2+	to despair
Verzweiflung	die Verzweiflung, -en		die	B2+	desperation
via	via		prep	B2+	via
Video	das Video, -s		das	B1	video
viel	viel		pron	A1	much, a lot, many
vielfach	vielfach		adj	B2+	multiple
Vielfalt	die Vielfalt		die	B1	diversity, variety
vielfältig	vielfältig		adj	B1	diverse, varied
vielleicht	vielleicht		adv, part	A1	perhaps, maybe
vielmehr	vielmehr		adv	B1	rather
Vielzahl	die Vielzahl		die	B2+	multitude
vier	vier		num	A1	four
Viertel	das Viertel, -		das	B1	quarter, district
vierzehn	vierzehn		num	B2+	fourteen
vierzig	vierzig		num	B2+	forty
Villa	die Villa, -en		die	B2+	villa
virtuell	virtuell		adj	B1	virtual
Virus	das Virus, -en		das	B1	virus
Vision	die Vision, -en		die	B2+	vision
visuell	visuell		adj	B2+	visual
Vitamin	das Vitamin, -e		das	B1	vitamin
Vizepräsident	der Vizepräsident, -en		der	B2+	vice president
Vogel	der Vogel, -̈		der	A2	bird
Vokabular	das Vokabular, -e		das	B2+	vocabulary
Volk	das Volk, -̈er		das	B1	people
Volkswirtschaft	die Volkswirtschaft, -en		die	B2+	national economy
voll	voll		adj	A2	full
völlig	völlig		adj	B1	completely, absolutely
vollkommen	vollkommen		adj	B1	complete, perfect
vollständig	vollständig		adj	B1	complete
vollziehen, vollzieht, vollzog, hat vollzogen	vollziehen, vollzieht, vollzog, hat vollzogen		verb	B2+	to carry out, administer, take place
Volumen	das Volumen, -		das	B1	volume, total amount
von	von		prep	A1	from, of
voneinander	voneinander		adv	B1	from each other
vor	vor		prep	A1	in front of, before, ago
vorangehen, geht voran, ging voran, ist vorangegangen	vorangehen, geht voran, ging voran, ist vorangegangen		verb	B2+	to precede, lead (the way)
vorantreiben, treibt voran, trieb voran, hat vorangetrieben	vorantreiben, treibt voran, trieb voran, hat vorangetrieben		verb	B2+	to further, promote, push forward
voraussetzen, setzt voraus, setzte voraus, hat vorausgesetzt	voraussetzen, setzt voraus, setzte voraus, hat vorausgesetzt		verb	B2+	to presuppose, take for granted
Voraussetzung	die Voraussetzung, -en		die	B1	condition, requirement
voraussichtlich	voraussichtlich		adj	B1	probable, presumable
vorbei	vorbei		adv	A2	past, over
vorbeigehen, geht vorbei, ging vorbei, ist vorbeigegangen	vorbeigehen, geht vorbei, ging vorbei, ist vorbeigegangen		verb	B2+	to go past, pass
vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen	vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen		verb	B2+	to pass
vorbereiten, bereitet vor, bereitete vor, hat vorbereitet	vorbereiten, bereitet vor, bereitete vor, hat vorbereitet		verb	A2	to prepare
Vorbereitung	die Vorbereitung, -en		die	B1	preparation
vorbeugen, beugt vor, beugte vor, hat vorgebeugt	vorbeugen, beugt vor, beugte vor, hat vorgebeugt		verb	B2+	to bend over, lean forward, prevent
Vorbild	das Vorbild, -er		das	B1	role model, example
vordere	vordere		adj	B2+	front
Vordergrund	der Vordergrund, -̈e		der	B2+	foreground
vorerst	vorerst		adv	B2+	for the present
Vorfall	der Vorfall, -̈e		der	B2+	incident
Vorfeld	das Vorfeld, -er		das	B2+	advance
Vorgabe	die Vorgabe, -n		die	B2+	guideline
Vorgang	der Vorgang, -̈e		der	B1	procedure, process
Vorgänger	der Vorgänger, -		der	B2+	predecessor
vorgeben, gibt vor, gab vor, hat vorgegeben	vorgeben, gibt vor, gab vor, hat vorgegeben		verb	B1	to use as an excuse, set in advance, pretend
Vorgehen	das Vorgehen		das	B2+	action, approach
vorgehen, geht vor, ging vor, ist vorgegangen	vorgehen, geht vor, ging vor, ist vorgegangen		verb	B1	to go on, go ahead, be fast, have priority
Vorgehensweise	die Vorgehensweise, -n		die	B2+	approach, procedure
Vorhaben	das Vorhaben, -		das	B1	plan, project
vorhaben, hat vor, hatte vor, hat vorgehabt	vorhaben, hat vor, hatte vor, hat vorgehabt		verb	B1	to have in mind, be planning, intend
vorhanden	vorhanden		adj	B1	available, existing
Vorhang	der Vorhang, -̈e		der	B2+	curtain
vorher	vorher		adv	A2	earlier, beforehand
vorhin	vorhin		adv	B1	a short time ago
vorig	vorig		adj	B2+	previous
Vorjahr	das Vorjahr, -e		das	B1	previous year
vorkommen, kommt vor, kam vor, ist vorgekommen	vorkommen, kommt vor, kam vor, ist vorgekommen		verb	B1	to happen, occur, seem
Vorlage	die Vorlage, -n		die	B2+	draft, model, submission
vorläufig	vorläufig		adj	B1	temporary
vorlegen, legt vor, legte vor, hat vorgelegt	vorlegen, legt vor, legte vor, hat vorgelegt		verb	B1	to present, provide, produce
vorlesen, liest vor, las vor, hat vorgelesen	vorlesen, liest vor, las vor, hat vorgelesen		verb	B1	to read sth to sb
Vorlesung	die Vorlesung, -en		die	A2	lecture
vorliegen, liegt vor, lag vor, hat vorgelegen	vorliegen, liegt vor, lag vor, hat vorgelegen		verb	A2	to be available, exist
Vormittag	der Vormittag, -e		der	B2+	morning
Vorname	der Vorname, -n		der	A1	first name
vorne, vorn	vorne, vorn		adv	A2	at/to the front
vornehm	vornehm		adj	B2+	noble, fine
vornehmen, nimmt vor, nahm vor, hat vorgenommen	vornehmen (sich), nimmt vor, nahm vor, hat vorgenommen		verb	B1	to plan
